test_x1,test_x2,test_y,true_loglik,estimated_loglik
-3.192936658859253,3.0678024291992188,-0.9690060019493103,-4.081594944000244,-4.238075256347656
0.27992725372314453,1.4535748958587646,1.5839838981628418,-1.2622549533843994,-1.044839859008789
-2.0329689979553223,2.3233842849731445,1.7367576360702515,-1.7831767797470093,-1.849550485610962
2.298175811767578,1.393259882926941,2.4079043865203857,-1.1473164558410645,-1.2323248386383057
2.2660765647888184,3.901155948638916,2.7527687549591064,-1.2717117071151733,-1.2337675094604492
2.0461835861206055,-0.43184059858322144,-1.4412410259246826,-2.1177332401275635,-2.0032308101654053
-1.578437089920044,0.8920678496360779,-1.588411808013916,-1.567039966583252,-1.3083422183990479
1.7886830568313599,-1.4942626953125,1.2037391662597656,-1.7524782419204712,-1.843475103378296
1.9972145557403564,-1.0178238153457642,-2.2562055587768555,-2.378626585006714,-2.266449213027954
-3.829098701477051,1.973399043083191,1.336843490600586,-1.8146852254867554,-2.2568678855895996
-2.4030678272247314,-2.7137703895568848,-2.3052518367767334,-0.9622791409492493,-0.8394234776496887
-1.8107162714004517,-1.4756014347076416,-3.5892276763916016,-2.774320602416992,-2.7690088748931885
-0.9969940781593323,-2.1181609630584717,-1.2382993698120117,-1.1111022233963013,-1.2891510725021362
-2.52116060256958,-1.6624935865402222,-1.82802414894104,-1.039497971534729,-1.0002423524856567
-0.2769065499305725,-1.0205347537994385,0.0964960977435112,-1.2278295755386353,-1.2818158864974976
1.867685079574585,-1.1759717464447021,0.37067797780036926,-2.07651424407959,-2.456489324569702
-1.1798702478408813,-3.09096360206604,-3.0307860374450684,-1.447822093963623,-1.6393935680389404
3.2084059715270996,2.525954484939575,2.7073776721954346,-0.9884385466575623,-0.9454043507575989
2.9010300636291504,-2.9208226203918457,2.8178749084472656,-1.615543007850647,-1.504051685333252
-3.473647117614746,1.619086503982544,-2.9696805477142334,-1.739046573638916,-1.4458506107330322
-1.574365258216858,3.5767221450805664,-1.2318111658096313,-1.6707472801208496,-1.8119781017303467
3.448521375656128,-1.8663995265960693,2.0639760494232178,-2.5694162845611572,-2.901428699493408
0.8451493382453918,-3.7847745418548584,-2.9035003185272217,-1.9990988969802856,-2.137519121170044
-2.8285586833953857,-1.60586678981781,-1.8742436170578003,-1.1428022384643555,-1.1715483665466309
-1.584681749343872,2.4773898124694824,3.4653029441833496,-2.100067138671875,-1.933347463607788
-2.838191509246826,0.24319015443325043,-2.693272829055786,-1.6091212034225464,-1.4218742847442627
-1.8119378089904785,0.7146095037460327,-0.8023638129234314,-1.698548674583435,-2.0927529335021973
-2.3693649768829346,2.4753124713897705,-1.6092934608459473,-1.9006218910217285,-1.8861467838287354
2.388521909713745,1.3699990510940552,1.4582241773605347,-1.1144344806671143,-1.0551950931549072
1.5069527626037598,1.6768823862075806,0.8991218209266663,-1.1607996225357056,-1.2178893089294434
-1.5854159593582153,3.83628511428833,-0.4105874300003052,-2.301954984664917,-2.6095235347747803
-3.0822391510009766,2.1375715732574463,-2.4762818813323975,-1.7956491708755493,-1.74839448928833
0.9521414041519165,2.9015164375305176,2.1930172443389893,-1.3960882425308228,-1.4966580867767334
-3.555283308029175,-3.3801238536834717,-4.611605644226074,-1.5720194578170776,-2.141185760498047
2.3694000244140625,0.6587963104248047,1.8656812906265259,-1.3019667863845825,-1.2374207973480225
-1.499520182609558,1.9192646741867065,-1.7598810195922852,-1.644790768623352,-1.4609107971191406
-1.5488266944885254,-2.5320019721984863,-1.1586662530899048,-1.3373675346374512,-1.2228672504425049
-1.3362890481948853,-3.2591793537139893,-2.039496898651123,-1.3839600086212158,-1.5606269836425781
2.7564687728881836,2.2377541065216064,3.101395845413208,-1.1229199171066284,-1.0919779539108276
-1.785218358039856,-3.456429958343506,-1.5703462362289429,-1.4757694005966187,-1.4638118743896484
