x1,x2,generated_y
2.8496761322021484,-0.8573513031005859,-0.7182930707931519
2.905606269836426,-2.0965421199798584,-4.388640403747559
3.748325824737549,3.0007619857788086,2.8504695892333984
1.525046706199646,-0.10505163669586182,-0.39893344044685364
-4.0232720375061035,-2.184497833251953,-2.3154280185699463
-1.1107556819915771,-0.632096529006958,-0.8851751685142517
-2.381425380706787,2.121087074279785,0.9628543853759766
1.862566351890564,2.46797776222229,3.713391065597534
2.1236345767974854,-2.4091968536376953,3.66412615776062
-2.1814494132995605,-0.1799015998840332,0.5183940529823303
-2.3598690032958984,2.430840492248535,3.270254611968994
-0.662888765335083,2.586827278137207,3.006070613861084
-0.8869616985321045,0.02738940715789795,-0.12870842218399048
-2.455793857574463,1.1946077346801758,1.8521201610565186
1.946712851524353,-2.718837261199951,3.3331220149993896
-0.6290850639343262,2.8708348274230957,2.545449733734131
-2.1445486545562744,-2.6534414291381836,-3.473339796066284
2.185126781463623,-3.240870714187622,-3.534987688064575
-2.028604030609131,2.8091652393341064,2.5588417053222656
-2.2218017578125,-3.486720085144043,-1.3657252788543701
-2.936431407928467,1.7750861644744873,-1.7784984111785889
2.0021162033081055,2.3799548149108887,2.8198840618133545
-2.3798210620880127,3.7968897819519043,4.346519947052002
1.7485380172729492,-2.3012020587921143,1.843409776687622
2.11393141746521,1.3761674165725708,2.1299805641174316
2.9659481048583984,-2.4843435287475586,-4.039920806884766
3.0709893703460693,3.1501126289367676,4.667723178863525
-0.37987399101257324,-2.2468314170837402,-3.1185455322265625
0.9139591455459595,0.8996168375015259,-0.40808719396591187
1.9563450813293457,-2.3706791400909424,-3.1220884323120117
-2.422959804534912,2.2999587059020996,2.921872615814209
1.6871825456619263,-3.1445837020874023,1.8753451108932495
-0.33308935165405273,2.100818157196045,-2.0536208152770996
-2.916639804840088,-2.198225259780884,-3.062284469604492
-1.408427119255066,-1.738227367401123,-0.5046306252479553
4.024649620056152,-0.6910405158996582,-0.884698212146759
-1.1085606813430786,-2.6590726375579834,0.05425850301980972
-2.6982014179229736,2.3766443729400635,2.9225282669067383
1.5406110286712646,-3.0549793243408203,-3.991363048553467
0.5254079103469849,2.9934306144714355,3.2206296920776367
2.6206600666046143,-2.4960849285125732,3.2500529289245605
-2.028519868850708,-2.4539637565612793,-2.9977025985717773
1.0466437339782715,1.2687819004058838,2.0322265625
1.438496470451355,1.5293512344360352,1.3904998302459717
2.7094807624816895,1.009226679801941,2.532783269882202
1.3810763359069824,1.8643410205841064,1.4908987283706665
-1.1838250160217285,-2.1705570220947266,-0.9310888051986694
2.9862351417541504,1.2955511808395386,0.9186445474624634
-1.6695666313171387,-3.8132450580596924,-3.019029140472412
0.6743613481521606,-2.375145435333252,1.1252421140670776
2.008718967437744,2.252969980239868,1.5662205219268799
0.913322925567627,-2.3016555309295654,-0.09625505656003952
-0.9205493927001953,-1.8236435651779175,-0.2772137522697449
-2.6173176765441895,-1.5938267707824707,-1.127319574356079
1.518761157989502,1.667696475982666,2.528470039367676
3.4020261764526367,2.070946455001831,3.767228126525879
1.111136555671692,0.3541839122772217,1.9685052633285522
2.70896053314209,-0.9671555757522583,1.5600031614303589
2.868469715118408,2.5542244911193848,3.0094211101531982
-0.9629925489425659,0.7800766229629517,0.5644359588623047
1.5963501930236816,-1.3621735572814941,-1.060597538948059
0.886631965637207,0.37840545177459717,2.6452322006225586
-0.6824195384979248,-2.104553461074829,-2.033477544784546
3.094109535217285,-2.2469563484191895,-2.064985990524292
3.0896410942077637,1.4675304889678955,3.4966557025909424
-0.3664780855178833,-0.5325801372528076,-1.4433741569519043
-3.118950366973877,2.903256893157959,-2.964108943939209
2.6757140159606934,2.9391379356384277,3.9855964183807373
-1.6667393445968628,-2.3052966594696045,-3.0746757984161377
-3.3597779273986816,2.082308530807495,-2.780083417892456
-2.6615419387817383,2.078606128692627,-3.85962176322937
0.5127402544021606,-2.604492664337158,-3.0500636100769043
2.951573371887207,-1.344496726989746,0.767624020576477
0.5585048198699951,3.7671220302581787,-0.6313602328300476
2.199535846710205,-3.0244879722595215,1.7415255308151245
-2.0715417861938477,-2.035977840423584,-2.5035324096679688
3.550440788269043,2.093147039413452,2.5607542991638184
-1.9257384538650513,-2.1552376747131348,-2.9958484172821045
1.6570782661437988,-2.008523941040039,0.6627479791641235
-0.4929234981536865,-2.3698034286499023,-0.560160756111145
1.6555171012878418,-2.9877824783325195,1.8472397327423096
-1.7407866716384888,2.8760454654693604,-1.901078462600708
2.2359883785247803,1.452540397644043,2.566796064376831
-1.6880643367767334,-1.7692700624465942,0.1482498049736023
-1.7256569862365723,2.352086067199707,-2.35304856300354
-1.3632419109344482,2.275844097137451,3.1937546730041504
1.9564719200134277,-2.0821034908294678,2.2598001956939697
-1.8237072229385376,1.4122273921966553,-2.8992276191711426
-1.1166069507598877,-1.4988436698913574,-2.6526386737823486
1.8976141214370728,0.8645756244659424,1.3675655126571655
-0.5734231472015381,-1.1320695877075195,-1.423997402191162
-1.4685547351837158,0.02811908721923828,-0.5583272576332092
-1.4132012128829956,-1.6484862565994263,-2.9780097007751465
-3.427774429321289,-2.67496919631958,-4.620532035827637
0.873960018157959,0.6534956693649292,-0.46688544750213623
2.839507579803467,-3.3573532104492188,-3.142254590988159
-0.8494466543197632,-2.167156457901001,-0.2713680863380432
-2.44045352935791,2.576720714569092,-2.425600528717041
-2.0910913944244385,-2.1932098865509033,-1.6154953241348267
0.1812756061553955,-0.8218846321105957,-0.8504974842071533
2.0728089809417725,0.9329401254653931,1.4254930019378662
1.7578530311584473,1.1484005451202393,0.7724437713623047
-2.9574713706970215,-1.5694352388381958,-2.1060547828674316
-2.333535671234131,-1.7558436393737793,-0.7756415605545044
-1.193016529083252,-1.127250075340271,-1.2208893299102783
-1.5241248607635498,3.000021457672119,-2.505256175994873
3.067699909210205,-2.897510528564453,3.7695865631103516
4.155510425567627,1.575669765472412,3.4516773223876953
2.056863307952881,-2.308739423751831,-3.817988157272339
-1.251847743988037,-2.0121071338653564,-2.0694477558135986
3.3208417892456055,-1.1627099514007568,4.563513278961182
2.9070920944213867,1.3508262634277344,3.356947660446167
-1.6104321479797363,-1.7626056671142578,-0.4376899003982544
0.5060917139053345,1.5144476890563965,-0.33836495876312256
-2.0210070610046387,1.3384060859680176,-1.3596851825714111
2.1471240520477295,0.15063607692718506,0.41548237204551697
-1.5672144889831543,-2.660830020904541,-3.8858871459960938
-0.6201028823852539,1.4393963813781738,1.3203325271606445
2.764512538909912,-2.8205699920654297,3.8483316898345947
2.1869072914123535,-3.319992780685425,3.1636147499084473
2.947347640991211,2.8555896282196045,4.31781530380249
3.0146632194519043,-1.5579639673233032,1.5572960376739502
1.9136631488800049,1.1241918802261353,2.442789077758789
0.009663820266723633,1.1435596942901611,1.4089264869689941
-1.9807534217834473,4.417171478271484,-0.573928713798523
-1.484269618988037,1.2348811626434326,1.1612789630889893
2.5648765563964844,1.2674241065979004,1.862216591835022
-0.255901575088501,0.6808195114135742,1.5858913660049438
2.053511619567871,3.8914942741394043,3.114630699157715
-2.4107370376586914,0.9259041547775269,-2.3158516883850098
1.8052982091903687,-1.9405527114868164,1.5299369096755981
4.402478218078613,4.310773849487305,4.296926975250244
-3.0838441848754883,0.16805899143218994,-3.1536178588867188
1.9683785438537598,-3.7049269676208496,-4.874104022979736
1.6212722063064575,-1.3637964725494385,-0.8386865854263306
-1.1078770160675049,-3.1984758377075195,-3.5992963314056396
-2.3020317554473877,-1.6498823165893555,-0.8664597272872925
2.2432239055633545,-1.2327666282653809,-1.333526849746704
-1.919546127319336,2.6568188667297363,2.1175663471221924
-0.3668510913848877,-4.083200454711914,-4.847533702850342
-2.0218608379364014,-1.6164132356643677,-1.8837767839431763
2.697299003601074,-0.9726388454437256,-1.6034644842147827
2.6180341243743896,-0.054152846336364746,2.9761838912963867
2.614194631576538,-1.489037036895752,1.7090827226638794
-3.1967251300811768,0.23606765270233154,0.8456274271011353
2.4057602882385254,1.846529483795166,2.74882435798645
-1.2123467922210693,-2.7831037044525146,-0.02819664776325226
1.5443837642669678,-2.5741639137268066,-3.711003541946411
2.528014659881592,3.4114928245544434,2.9822583198547363
1.8220109939575195,1.5719964504241943,2.505146026611328
1.2449836730957031,2.509028196334839,2.6445417404174805
1.9601463079452515,-1.140522837638855,0.5848621129989624
